doc_id,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,country
0266d2fe4fd54289,0.00033762892018083455,0.00014980122317443653,0.0007869722412282893,0.0001426470236370501,0.0009231372577323118,9.135624723925472e-06,0.0071654401416876845,1.5605729278519458e-06,0.011216680567274097,0.00013918288965478263,0.00010732858642331057,0.00036113043014198896,0.0016156381606910175,0.0010334111166233307,0.0014863474190040787,0.0009520218293497674,0.0002624975790978402,0.0004121507230873734,0.00021321078197504572,6.1461192959607e-05,3.2963689116454915e-05,0.00018440604099271706,0.0013107258275719329,6.880786800738127e-05,0.00047510625413465287,Spain
0c82085d4e310adb,0.00023492086116161742,8.628047644932893e-05,4.090430748053694e-06,0.0008951728074176686,0.00013680725312079642,2.514821525360656e-07,0.000122470657059111,1.2563365233537754e-06,0.0071575390562101816,8.497576389270624e-05,5.602128761998002e-05,0.0001711972569000355,0.0006598982271448227,0.0017008477517220558,0.0001178158754066006,0.0010031764183103826,0.0024081370815818145,0.0005021761141584342,0.0005142570281203469,2.668953168591745e-05,0.00027334624727619295,3.2238660681984055e-05,0.001444185742999399,0.00040106654861577434,0.000261176884001525,China
0f3c0f62510abd15,0.008010143408316852,0.00382238677869136,0.00016248282455489548,0.004107394831537601,0.0021683598331952137,7.1152525533490805e-06,0.001886242167767004,1.5261269619715461e-06,0.006596659014950897,0.00041492211296960467,0.0011286317044443262,0.0020366369602953477,3.3038391454242174e-05,9.059624101357485e-05,0.00030924748350618183,0.0002098440844813416,0.00023674500336132712,0.003308528773470789,0.00016797358751134762,0.00012868115263965687,0.00036042574459037443,0.00018308622758631227,9.397590483287645e-05,0.000989102822325522,0.00027947325650172223,United States
15d5faa92843106d,0.0004998254325757291,0.00011807839601573953,7.755555783145243e-06,0.0001346971513185774,6.620935859593168e-05,3.8673389772230403e-07,0.00010678982042983711,1.4075337936482049e-05,0.0032670412014506375,3.38190313279876e-05,0.0002874156216366346,0.0006744496289356493,0.00042851959579252646,0.0001488814540460682,0.00023790047386815864,0.0008251608839975308,0.0012617508370768925,0.0003524953066171832,0.001213112876677315,0.0005383806813697163,0.0004761563888028414,0.00042797084074623957,0.00035573495873605205,0.000962335187845853,0.0003069940653898317,Kazakhstan
1aba127f03677756,0.0011926148804540626,0.0002979233068612552,0.00018275040187956914,0.00026708070052524886,0.00015810838426489826,1.1028362786897008e-06,0.00128530530937076,1.9259426343360446e-06,0.0008082991655765842,4.712572221230431e-05,6.32240557098459e-05,0.0007716656566187152,0.0014384280106006094,0.0004735497407927083,0.0005733514657525558,0.0002531580767870606,0.00011709506438365772,6.450186265734947e-05,0.0007193294117749509,0.00017433230663719797,8.765936097738681e-05,0.0001669168519606062,0.0002588784930862802,0.000247845287531154,0.00012216771740924026,Australia
1d5d294d5de8e299,0.0010619221106736348,0.00035694943427110477,3.163496400449086e-05,3.6438798270906075e-05,0.0001643193504889326,1.4324564451198183e-07,0.00014621685115821854,1.3958498638138449e-05,0.0008981369508519544,2.502704117294185e-05,0.0001767867385513989,0.0009971969688455375,0.0012943200402392985,0.00035328228415251105,0.00015050840537174148,0.0008993672648034617,0.0004245398202742953,0.0001946725451408976,0.0010050614929168658,0.00021805128816809735,0.0003497638642577198,4.423812434497907e-05,0.00019685604433557864,0.0007626716055081561,0.0001715682727867996,United States
1fda09b5e2732a41,0.0014064237261882193,0.0003997196331903886,2.3702452575004185e-06,0.0001741629801493444,0.0005089014426400329,2.9174887701969904e-06,0.0015714383651866252,2.752916471759736e-05,0.00018113284994861244,0.00042197754855412983,0.0003213708717152893,0.0003521610336977391,0.002513146750037601,0.00027185082762642336,0.0010640876478816585,0.00033572604266696583,0.00120077778958657,0.001304844841358476,0.0021744124554990115,0.0019158973756908928,0.00018016842638480645,0.0007192654541459313,0.0007118772089289436,0.0005303573251040619,0.00027594083010151375,Thailand
2154e84ccbd12627,0.004873862125703077,0.0012664812082059853,0.00020499676539843326,0.003870853993708137,0.0006598559514489464,5.93437042387068e-06,0.0031567839895536116,2.1030694968412686e-05,0.003449403926468228,9.84466309633012e-05,0.00028158242630967306,0.001276550091001855,0.001218956129202601,0.0015559063347394503,0.0006246370064694751,0.0016324890803628565,0.0006587361148292083,0.00046629140515564154,0.001777482223838566,0.00024635980396489924,0.00029813098285954854,0.0002591571773651785,0.0006290283685891604,0.0007177355060978484,0.0004922283385360691,Ukraine
215c959a228ef99d,0.001811117079841769,0.00021992015905433456,0.00010389407686059401,1.626559181928196e-05,0.0001461019385710833,5.014961834366127e-06,0.0022020938402491762,3.4288887909932034e-06,0.0005640629598455855,7.202358502061517e-05,5.888183005577463e-05,5.584745769931541e-06,0.00023403207655317017,0.0003523251095905877,0.0014179593841161789,0.0002992419418760806,0.00043445416458281973,0.00044353986901475573,0.005154889700007078,9.635137587245154e-05,0.00037331928271423873,0.0008358511101932021,0.0002277051061440182,0.0014639520252465665,0.00019285899798952795,Denmark
24f42dcab07403a9,0.005501801426317847,0.00011628037336138274,0.0005817344623818164,0.0007867357769482448,0.00012514233933832829,6.690554010550849e-06,0.005322564729816326,1.1953993449239118e-05,0.0036569228141033533,0.0005489596325317144,0.0005480805411681217,0.0006244534902765756,0.0027436730353590094,0.001127324857773986,0.001458785266731295,0.0006361084906693478,0.0012209055296958644,0.0005558007294353083,0.0011024320732785197,0.0009302271401735281,3.873561681248088e-05,0.00267160323396396,0.00754876020329518,0.0025493631459358903,0.0007457620878551986,European Union
2f873685559b79f9,0.0007694568270827191,0.00032843807322378794,8.5960002511967e-05,0.0008864825939788974,0.0003852209014112673,1.6647337372402933e-06,0.0007153380594041761,2.021313760437563e-05,0.0008526521422057115,0.00030100964307832044,0.0010832334482286717,0.0008150288119286755,0.0017302627517563687,0.0014423447133423974,0.0011241680691859025,0.0008348540249360821,0.0006626142427808033,0.0005977414659670009,0.0008535041423207248,0.0006823473798660415,0.0005712958880846594,0.00036687510402737234,0.0011456044329301845,0.0007351871327649735,0.000519518411476,Spain
3712e3e3a67c986e,0.0007957690126066765,0.00011759188744368328,0.00017309356501480857,0.0003798172690484612,0.0004749248410673301,1.9771101680165516e-06,0.0011913315033078584,1.4434842119226297e-05,0.0005912727927951445,0.0001381400245225062,0.0003470062270626594,0.00029040442052362934,0.0016032788656400881,0.0006939199233104052,0.0007504900256515367,0.0007007030244143206,0.0006009008248979394,0.0005072468901880364,0.001887919721046975,0.000706130945568716,0.00019891134439601715,0.001109735738867139,0.0008020160300327926,0.0006227486279479314,0.0004540343979443494,Czech Republic
3979a3995c6c2d0d,0.002338306698866707,0.00029019674636863866,0.00018912377836558124,0.0013557058138304393,0.00010614588666227439,2.1305887627764193e-06,0.00261750760926761,2.525664533021242e-06,0.0010335172412310092,1.0337441313548626e-05,0.0001811758223281561,0.0005453555942084229,0.0014005533949863196,0.0007543396675768153,0.0005023928002324227,0.00013934035498636688,0.00035826197214784434,2.9135137586258496e-05,0.0004130257166987475,0.00012862897286684336,0.00023056436482039804,0.0014710774738219046,0.00024913979391919764,0.00031775097320745576,0.0006747122080247291,Sweden
5356c3a4c58cd2eb,0.0009861082911933401,0.00022641663479740256,1.6471018233614744e-05,0.0019135517403324142,0.0016323673122897089,2.402410355735248e-06,0.0006231958997900055,5.187824141365471e-05,0.00017076616879929012,0.0001683247836506836,0.0005552443402509231,0.00029656437286556826,0.00026714517524272923,0.003210960510434204,0.0009785142468438518,0.004633272125357942,0.001919454228435211,0.0005263671642557613,0.0002817159051562635,0.0015118993502624349,0.00023677983786790522,0.0007211126163542745,0.00037235731804143924,0.0005413268182863746,0.0030786545105292397,Japan
59bfba21c0b6533e,0.0005631465892715556,8.631999611434353e-05,7.434116489528651e-06,0.00013962378074376135,0.00011628596166556221,8.051580732555982e-07,0.0005989671956730321,1.2460514005481039e-05,0.00024836558969692775,6.265180533074355e-05,0.00027303956489500885,0.00011208976610716388,0.0007353621518033772,0.0004507317772972394,0.0004106966718995075,0.00031736205934796986,0.0007816035605833452,0.00033203674443370925,0.0014901166799607109,0.0003600662601146975,0.0003315235939339486,0.0006503592874649065,0.0008075879318477433,0.0010073114365831807,0.001472845350806988,Belgium
5c14c2f085a1f2fa,9.002630177638926e-06,0.00032421201062288993,6.976773573796984e-08,2.0927045487888143e-05,3.385382034730159e-05,7.206428007822904e-07,1.4787051574661077e-05,8.274489201101867e-07,0.003543951157809838,1.6899099626203911e-06,0.0007886832605835736,1.440035468522006e-07,5.685561180429013e-07,0.0009447342028540115,0.00064383116955332,0.0006456669468558468,1.9748025404755175e-05,2.5273792965709504e-05,3.58410796309663e-07,6.332654874888337e-05,1.1520937855856563e-06,0.0001259917748479666,4.0395478901745854e-07,1.2350717453470904e-05,2.829671319625224e-05,United States
71ca0afaec500687,0.0009602202407588143,7.140823472414876e-05,0.0002623255979049073,0.0006099347333954602,9.940011624494174e-05,2.3547552333659454e-06,0.0006903502117955206,3.191432799388991e-05,0.0008241952860471452,0.0002838947672045414,2.315453534299983e-05,0.001471797734872287,0.00022812958561657564,0.0006470869495564754,0.0002557421249155936,0.0006295254448851353,0.0002364547532421196,0.00018624800781804148,4.167163651582265e-05,6.761470948143139e-05,0.0005917938849070757,4.962978822928305e-05,3.935165988774021e-05,0.0006160967171152873,2.6762114036336027e-05,Czech Republic
7984ab8b70cde7fa,0.0013693665021056198,0.0005875580598483416,6.898064615775087e-05,0.004670560752206192,0.0020592493810547416,3.065584211676637e-06,0.0006315936066616063,4.0696632727007064e-05,0.0009391328098403226,0.00014454370733222536,0.00020640828755986743,0.0010936937562132144,0.0009176121713776387,0.0011785094011618894,0.000213137832710045,0.0007635727544752643,0.0005499250328718671,0.0005010103678060857,0.0004336822052118178,0.00022051981744180624,0.00023723817072618243,0.00032370547409301244,0.00032839278121664,0.00032956189963006,0.00026520145160454555,France
7dcbb8504da1624b,0.0006447533221497659,0.0002484042583688178,0.000309124314052376,0.0004964331213875027,0.00018600659534299865,2.714485159023137e-06,0.001981980005619287,4.2500014413458934e-05,0.0015755149314867,0.00011254051675534087,0.0010663379262044069,0.0007725927992026934,0.0019450127355028434,0.0016789639702057585,0.001811732929459163,0.0010788279374582617,0.0005106896118702101,0.0009773564607563321,0.0032991034935081795,0.00025241246787439876,0.0005463506394216311,0.001038275070234189,0.001496203499331249,0.0007795092746861972,0.00043738242501130197,European Union
80e124f5214e982e,0.00039505076500661533,0.00040737779709443847,1.8250048656451057e-05,0.001985583043252399,1.3280089893307736e-07,1.9327304332943964e-06,0.0008757081163115688,9.804320127411648e-06,0.0005842929383734143,1.2610429359008635e-05,2.6369901894272733e-06,7.476964339360087e-06,6.15211229379891e-05,0.000778000512987281,2.7101098076403643e-06,3.0619109834286386e-05,7.516360448101606e-05,2.4076628879336564e-05,9.86103864052121e-07,4.5041191351889735e-05,2.1342153824801703e-07,1.5689341598688543e-05,3.267850127446415e-05,3.482744668563776e-05,3.2611793761868765e-08,Germany
81ddf98434c5918d,0.0011474147457934856,8.794177701717679e-05,6.347506568545496e-05,6.475727410640511e-05,0.00015714117624181432,0.07239312145650414,0.001352394667554118,1.2925028497591708e-05,0.0007421061588086481,4.108674743690643e-05,9.555658475702461e-05,0.0009480403858685428,0.000436052555929189,0.00024702339489419907,0.0004515273597584507,0.0004227444268087666,0.0008500888386297309,0.00012405895713358492,0.0008202936429939656,8.301000911199148e-05,5.4313928160863725e-05,9.321340484105254e-05,0.0002614501590935064,0.00029457467683061865,0.00025590769195314267,Bulgaria
932e5524cf150c66,0.0008052188907142227,0.00032414321604421354,1.337132061140635e-05,9.450683327451493e-05,0.00018625809722857176,2.3125580962472355e-06,0.00010049139222313176,1.3635070432072662e-05,0.00018604931126670263,0.00022723548868260063,4.3070138306987403e-05,0.0006619585549996988,0.004896704671622842,0.000777936144133652,0.02342333639164699,0.007760855050190969,0.0066562280198982785,0.0001704492709388432,8.488191348556854e-05,0.00026308506288759875,0.0005920922265943965,8.198061585245013e-05,0.00048338189753836856,0.00012128120915426501,8.33418503886373e-05,United States
9529a86440cc1235,0.004215364910386692,0.0011124371405696084,0.000197411877015905,0.0033814906576656745,0.0002680435658466396,7.1651859440302165e-06,0.0039046243237769,2.408312303194456e-05,0.0049221258220585465,0.00018909709329072738,0.0004912001587543603,0.002033196070533353,0.0006381139690673536,0.0012250191065734633,0.0004873371947296968,0.0006183808502313021,0.00034696395177681686,0.0006526544148507743,0.0025267372837363303,0.00029290685569279343,0.00026028664282657597,0.0010176021645444985,0.0013794169451926612,0.0006853838296366904,0.00024177563672340082,Malta
a8b71b293cc039a9,0.0009405325137000253,0.00014300506411192205,0.00012498304430314883,6.798288602945225e-05,0.00016433186695120625,1.2216075302108075e-06,0.0004780736111602088,4.572684593870573e-06,0.0004227062855496819,2.35627251400015e-05,0.00018250869145085453,0.0010608502449094273,0.0010390829112642043,0.0006048449177496301,0.0007350694153231592,0.00047973543559232655,0.0005120337415591897,0.0002262173472302202,0.0016449651962448441,0.00041458781601999914,0.0002337480459460431,0.0001478298181752803,0.0004575280949750751,0.0005750810268067659,0.00017596315607377682,Belgium
aba1fbe784fa9913,0.002420192761397094,5.955038233772615e-05,4.759765812846314e-05,0.0007596007100572221,3.145887604495085e-05,4.680872924709928e-06,0.00016966925656754282,4.5686153813470345e-05,0.00310799990700059,0.0001085165067243814,0.0009251179700666942,0.004867461495429345,0.0002984418605962107,0.0011526386864214875,0.00032883904336854437,0.0009789370175617954,0.0012041531534953207,0.0004027894849144972,0.0002259380455229124,9.467890215459947e-05,0.00035223388049593124,0.000612098172503954,0.0003840674154441829,0.00030311670097800706,3.671096507560667e-05,Romania
