n_edu_rule_statements_total,n_docs_with_edu_rules_total,n_countries_total,typed_input_used,source_input_used,lookup_input_used
548,152,43,data/derived/step8_analysis/iad_rule_types_rules_only/education_relevant_iad_rule_types_rules_only.parquet,data/derived/step8_9_regime_closure/igt_statements_full_with_edu_flags.parquet,data/derived/step9_country_dataset/doc_country_lookup.csv
