k,silhouette,calinski_harabasz,davies_bouldin
2,0.12378949086249284,10.37745121007155,2.3513469047848425
3,0.13128377425589802,10.408261093144034,2.0255858016064185
4,0.12983789609193339,9.603631504510258,1.618645620622371
5,0.15138310017183781,9.097202717264876,1.5603315441297159
6,0.09781277238281688,8.94409997029796,1.5966252937505023
