doc_id,doc_char_count,n_chunks
a456e728584927da,11754,5
a4995fe0ba706c07,3974,2
a5176cffe0dad4ce,71044,29
a59aea1966907f6e,53260,107
a61161191d9918f5,62632,62
a613faf52cbfe7a1,2322,1
a64f53ea0c013aa5,104441,49
a6c2e8f6888b9ad8,69406,28
a73aea258c95dfb1,825701,331
a7429a36ab411bcc,649,2
a796e2d0119e2b91,209372,85
a7bba2b5dc5422ba,6227,4
a7e5838cf9c67ce7,10695,5
a807bbadb881db86,14151,6
a83c136ce782766e,3662,2
a87e06d627616ec5,44022,18
a8b71b293cc039a9,29495,23
a8c1092602eaffdb,33278,22
a9181b3f5157c391,420456,169
a929c61ad814abea,12791,6
a97a0ff416859216,2004,4
ab0bc8b0e06a0a1a,122075,50
ab1a0fa9f4eaf8e3,7571,4
ab30ea632708d737,38903,19
ab34b52e55b3f664,219472,119
ab590d4b71bb8e16,7828,14
ab9930b068ba4524,30658,13
aba1fbe784fa9913,5078,3
ac261642fbc53f46,206195,83
ad0e57018442ee87,11811,21
ad782a854b39d1b3,142289,63
ae29de3feceb3a76,5900,3
ae3249b0eef54ec9,785,1
ae353bdce1065219,44467,18
af133c557b9e4d18,15213,7
b00f2b493e5f5806,117192,47
b03073832e558af6,198549,144
b078ee55163a3ca6,111589,46
b0796c324d4a1109,38972,16
b19b6eba36e16b27,8121,5
b19fa3d0a2393159,7565,4
b1d6bfcbaec0a41e,555026,223
b2129071c2e17845,216016,89
b25905e13cb4aa64,130919,55
b2736354d3132883,10962,13
b28431a8a908bec1,3311,2
b29128a79c79cda9,82921,34
b2abe503984a22e0,56128,39
b2bf9a422005b7e4,37632,41
b2fcfe87820adecb,16379,7
b3692c9c75b0c497,91755,38
b3bfe8a8c7e5d5e6,20323,9
b3d29d5e7b2be719,10547,5
b3e79368bf82b334,85676,35
b47ec45230a87173,7781,4
b4e078117baf7bdc,38218,16
b52acac221c22521,7594,3
b55f8678e82ee5cd,4433,2
b5accd9623bee3ef,29904,14
b5db7426bd423b5c,5804,3
b65606757c214256,241478,109
b6d677cd9601cf8a,4575,7
b6d685cd7dbcef01,274404,111
b70283efe12163c0,29067,17
b74006fbc16491e7,5055,4
b75cc999dcdfa7fb,4794,2
b75e6293a58a5e0f,19498,9
b7fe5d14f3e43c0a,46269,19
b89c7c98b0c49041,32835,46
b8bea1fae6ca08cb,90877,37
b900036fbecb449e,53072,22
b93778f959d77db4,10097,4
b96cbffff37bf58c,15600,7
b9b658c5a5bdc94c,111817,45
ba29a0267ba78002,53992,24
ba4bf27684ea341d,121869,55
baa8a02cd2acf2e1,6505,3
bb6be39a9528259c,2067,1
bb96580eed982b8f,94736,38
bb994d4f2b124731,104441,158
bba630444b3278e8,620051,249
bc2acf3097d54f41,116883,47
bc6de7f0a484cc64,20866,17
bcfefa9f1167f9bb,33302,14
bd6effd1e8d8a49d,100698,80
bd84e63f5b622b73,370387,149
bd98f7b0f2fd0e58,210177,183
bdb74f2b76554d23,22631,10
be03ba329f7f62f5,508257,204
beda7a7cc410d822,288585,122
beef652fe3c814e0,13278,33
bf05b0350ce5a15f,78432,44
bf3e1c42a13d554e,6486,3
bf584cec6ebfa776,105009,128
bf847083c4b58da5,26787,35
bfbf0758dd02f6a3,29403,24
c01e9ca00a2aa41b,136510,251
c0902e5a4ca466f3,164128,115
c0bbed8f6fa13b14,39250,22
c0d8f9ae33a0a98f,3140,2
c158511af92bfd1d,173052,70
c1b4bc78e30b40a1,176989,76
c1bc0778301f3268,74850,36
c205f26c583c71df,30094,33
c2170ec528a9aff3,9531,5
c21f37f052bb429a,144351,58
c254a1cc4f8ea5fe,57035,28
c2867ceeb1e5f594,5734,3
c2ca5cf0a721abcf,142980,58
c2df6ff10139428a,527812,215
c3287572d3eaadff,3218,2
c34860a68ecf32b9,51167,31
c34a09d464790d6f,78214,32
c3f4a82251efc56d,72288,120
c48953e5af5e14af,31383,15
c4a2451c19eb3e78,26478,11
c4ff9acdbf7b94e7,18325,8
c57c84089ceadaf2,264832,107
c67a9a0eee589a50,387966,262
c6d5747614f01f3c,12426,5
c719d2e3539241fc,46222,32
c78a7f97382ecb88,140985,59
c7c85d4671d4c848,4717,2
c7d0f0abd765b562,2717,2
c811afeff5730283,34622,23
c85793ebb8d337b7,2692,2
c8c7f6e30b97cdca,26859,12
c8d0428b4171b204,85587,35
c8d232765c5a650c,7228,3
c91b5250a5cd4e1f,58969,24
c9a7a588850e61cf,9694,5
c9c72830e0917b55,2263,2
ca3df4cc051fa678,87847,36
ca8838cad7518d18,121583,49
ca8edfca44b53fca,147843,62
caa2a17336601b29,67164,27
cb34a35de68e644b,401012,161
cb39b76582882f48,2565,2
cb88218781045508,24920,10
cb962412f144e305,12841,7
cc11c883e20fe848,95262,39
cc675b7e48fcf0d3,47823,25
cc69ef755697f9fa,50943,43
ccd37eb62c418da0,27449,11
ccf2db66bd6301b9,23715,10
cd4daab6c221bd0a,1251,1
cd5444953ba954ab,4927,3
cd6857d026d841eb,71192,56
cda1df27051b3a68,34821,39
cdf2a3b7ae71fb17,57130,23
ce5863a9a1ae33fc,6357,3
ce8a95f8f8dd4615,4085,2
cef6814be58d8d49,39371,16
cf6f31c5581dcdf5,25411,18
cffd7b3293cc6806,6701,3
d00983bcd9f935b8,102819,42
d04576d061ba84d6,115037,50
d04efa0e02a93679,147166,213
d0d09df511f5a1f0,182861,75
d0f9b599cd53c672,128105,52
d1071a25157f00b6,57759,24
d1435871adcefeed,120769,56
d14cfa397b2db829,12057,5
d1a2bffa811ed7e2,26125,11
d20617536e7b2c99,58252,24
d20c1ccb155bcba1,8036,4
d2567481389e1bcd,6056,4
d25e8d8dd18d2906,256821,171
d27242d75a7bbacc,51399,21
d30bd3eb6e02f76b,97249,39
d3155b628cc399fa,77600,32
d326d271364c0b21,14910,26
d48317c595e49d66,8798,7
d4fd853195db4eec,3853,2
d5071a6dfeb6537c,5477,3
d53ee8b4b766f58d,30382,53
d54b7c760b34b365,8969,4
d577bf735e96d785,396681,162
d5cd924c00436d36,209157,84
d5e8cb39bff0b470,95291,56
d661c4582fdb0926,14458,6
d66fdd5017af5545,8855,4
d688ea560251f6a1,27054,11
d6c2938f89334a5e,21268,20
d7534cc743e50b6e,5707,3
d784030b357ec653,341187,257
d7b061cdd6a1d822,12533,5
d9006002f4324838,25149,11
d90af79e2fb36fae,23822,33
d92b72e52fe48c0d,6704,3
d9cb73886e100957,7762,4
d9f5622a36eb6439,4099,2
da5088c5065b968c,8219,6
da5404dbb584c895,275202,201
daee3fc4889eaddd,16242,13
db0e779838dadc2c,3667,2
dc336109003ee1cb,47434,19
dc88bdaa5e146e2d,272601,110
dcdc8b1c2152c104,5683,1
dd69ff359db5df61,153131,74
ddb7a400c1c03fe4,197850,149
de98ea95acde3875,119309,49
dec04f2b2bc7c7bd,286708,115
deeae984b8051b33,126259,75
e0c0cf31cde9153b,6791,3
e0ebbc495cbc3c51,425,0
e11e7ac3ffd92307,27850,20
e1242e99a5706be2,55616,81
e13bf4ca88af7ea3,121754,49
e2b3b2a37d3d094d,12112,5
e31b8274e640b3a7,67149,44
e320879b4f7a304e,253171,156
e3253375ac05500b,62508,47
e37d3037a2bbcab8,152205,105
e3c5f3d32d70b403,3916,2
e3da78c842ebfde7,65830,28
e3ecaabddf6e321f,367374,148
e44af7c94aa568b1,7653,4
e54bdbcd482fdb58,597955,506
e56f011bdcbf0525,67256,34
e5bd02d630604563,185298,75
e5c7b413ec22c1f5,68402,33
e65ca050731c55cd,45949,19
e69a3432d2fe25ac,20053,16
e6aef35be51bf845,152455,119
e6ec8c26a1e61fb6,65431,27
e7a0ed835c9477a1,7359,3
e87dd134fe8fd371,23787,11
e8a2be1f6599c4d0,57170,23
e8c1a12dd0f69b56,53324,39
e9989d092230d7b6,191110,101
ea56648a6dc5b5af,27889,12
ea733e58b3d215f8,91497,37
ea83b4dfe69cd696,8140,4
eaf7f7f65314f658,14848,6
eb64a89c31119036,129457,133
eba2beca41dde8fa,160446,112
ebac971442e3ea03,113084,46
ebe04c63d0429517,319502,188
ec0f0c9884cb35b0,169468,112
ec3f9b9cd7ffadcd,5259,3
ec49133d6cb80d07,134741,108
ecf24069f79f9d8e,21312,30
ed51b9bae7d329dd,6753,4
ed90755cb0f6a869,106545,43
edb5c454692dc6aa,3243,2
edb96e43e409f69e,700,1
edf01fc79ee92959,13884,6
ee0d622458825bd4,448561,180
ee611489aab57110,6632,3
ef015716228de9fb,108384,44
ef33463838103418,1990,1
efb3913e529eddaa,44007,18
efc2d7d7d1c45f2c,253381,172
efc38f1c28ce9df3,46169,19
efcb0d9a4b7f76d4,779664,313
f02be3389f7127b7,24454,10
f0748df9c01afbb7,3531,2
f09254a6ac7ea367,164284,90
f12191ce5842c0db,105968,43
f12d521b5b984c14,19323,43
f1703a245796c21b,41170,17
f196f5302e557890,21264,9
f1b352af95fd8be1,146498,61
f1ea72a9f768addd,160922,80
f25901cb1bfc1452,12107,8
f26ab18c4565cfeb,4332,3
f2cf5d3c3494e585,55580,23
f2d199c826207a25,111244,49
f2e6ea38d7df8c59,8899,11
f2fb872939ed11ce,6444,3
f300a0a47fbfb46b,4815,2
f31ea885740a0e2a,115506,47
f357d94b4839c98e,3312,7
f366faecea0ff8da,3299,2
f3b36cc9109353a5,94055,38
f3b7e05ac1042b2d,77671,32
f4fac5cdbf18ac5a,11172,5
f524ca6c51654b77,105113,43
f5581c1f716bb0a9,21952,9
