row,doc_id,chunk_id
485,03807803a9187364,03807803a9187364_00182
486,03807803a9187364,03807803a9187364_00183
487,03807803a9187364,03807803a9187364_00184
488,03807803a9187364,03807803a9187364_00185
489,03807803a9187364,03807803a9187364_00186
490,03807803a9187364,03807803a9187364_00187
491,03807803a9187364,03807803a9187364_00188
492,03807803a9187364,03807803a9187364_00189
493,03807803a9187364,03807803a9187364_00190
494,03807803a9187364,03807803a9187364_00191
495,03807803a9187364,03807803a9187364_00192
496,03807803a9187364,03807803a9187364_00193
497,03807803a9187364,03807803a9187364_00194
498,03807803a9187364,03807803a9187364_00195
499,03807803a9187364,03807803a9187364_00196
500,03807803a9187364,03807803a9187364_00197
501,03807803a9187364,03807803a9187364_00198
502,03807803a9187364,03807803a9187364_00199
503,03807803a9187364,03807803a9187364_00200
504,03807803a9187364,03807803a9187364_00201
505,03807803a9187364,03807803a9187364_00202
506,03807803a9187364,03807803a9187364_00203
507,03807803a9187364,03807803a9187364_00204
508,03807803a9187364,03807803a9187364_00205
509,03807803a9187364,03807803a9187364_00206
510,03807803a9187364,03807803a9187364_00207
511,03807803a9187364,03807803a9187364_00208
512,03807803a9187364,03807803a9187364_00209
513,03807803a9187364,03807803a9187364_00210
514,03807803a9187364,03807803a9187364_00211
515,03807803a9187364,03807803a9187364_00212
516,03807803a9187364,03807803a9187364_00213
517,03807803a9187364,03807803a9187364_00214
518,03807803a9187364,03807803a9187364_00215
519,03807803a9187364,03807803a9187364_00216
520,03807803a9187364,03807803a9187364_00217
521,03807803a9187364,03807803a9187364_00218
522,03807803a9187364,03807803a9187364_00219
523,03807803a9187364,03807803a9187364_00220
524,03807803a9187364,03807803a9187364_00221
525,03807803a9187364,03807803a9187364_00222
526,03807803a9187364,03807803a9187364_00223
527,03807803a9187364,03807803a9187364_00224
528,03807803a9187364,03807803a9187364_00225
529,03807803a9187364,03807803a9187364_00226
530,03807803a9187364,03807803a9187364_00227
531,03807803a9187364,03807803a9187364_00228
532,03807803a9187364,03807803a9187364_00229
533,03807803a9187364,03807803a9187364_00230
534,03807803a9187364,03807803a9187364_00231
535,03807803a9187364,03807803a9187364_00232
536,03807803a9187364,03807803a9187364_00233
537,03807803a9187364,03807803a9187364_00234
538,03807803a9187364,03807803a9187364_00235
539,03807803a9187364,03807803a9187364_00236
540,03807803a9187364,03807803a9187364_00237
541,03807803a9187364,03807803a9187364_00238
542,03807803a9187364,03807803a9187364_00239
543,03807803a9187364,03807803a9187364_00240
544,03807803a9187364,03807803a9187364_00241
545,03807803a9187364,03807803a9187364_00242
546,03807803a9187364,03807803a9187364_00243
547,03807803a9187364,03807803a9187364_00244
548,03807803a9187364,03807803a9187364_00245
549,03807803a9187364,03807803a9187364_00246
550,03807803a9187364,03807803a9187364_00247
551,03807803a9187364,03807803a9187364_00248
552,03807803a9187364,03807803a9187364_00249
553,03807803a9187364,03807803a9187364_00250
554,03807803a9187364,03807803a9187364_00251
555,03807803a9187364,03807803a9187364_00252
556,03807803a9187364,03807803a9187364_00253
557,03807803a9187364,03807803a9187364_00254
558,03807803a9187364,03807803a9187364_00255
559,03807803a9187364,03807803a9187364_00256
560,03807803a9187364,03807803a9187364_00257
561,03807803a9187364,03807803a9187364_00258
562,03807803a9187364,03807803a9187364_00259
563,03807803a9187364,03807803a9187364_00260
564,03807803a9187364,03807803a9187364_00261
565,03807803a9187364,03807803a9187364_00262
566,03807803a9187364,03807803a9187364_00263
567,03807803a9187364,03807803a9187364_00264
568,03807803a9187364,03807803a9187364_00265
569,03807803a9187364,03807803a9187364_00266
570,03807803a9187364,03807803a9187364_00267
571,03807803a9187364,03807803a9187364_00268
572,03807803a9187364,03807803a9187364_00269
573,03807803a9187364,03807803a9187364_00270
574,03807803a9187364,03807803a9187364_00271
575,03807803a9187364,03807803a9187364_00272
576,03807803a9187364,03807803a9187364_00273
577,03807803a9187364,03807803a9187364_00274
578,03807803a9187364,03807803a9187364_00275
579,03807803a9187364,03807803a9187364_00276
580,03807803a9187364,03807803a9187364_00277
581,03807803a9187364,03807803a9187364_00278
582,03807803a9187364,03807803a9187364_00279
583,03807803a9187364,03807803a9187364_00280
584,03807803a9187364,03807803a9187364_00281
585,03807803a9187364,03807803a9187364_00282
586,03807803a9187364,03807803a9187364_00283
587,03807803a9187364,03807803a9187364_00284
588,03807803a9187364,03807803a9187364_00285
589,03807803a9187364,03807803a9187364_00286
590,03807803a9187364,03807803a9187364_00287
591,03807803a9187364,03807803a9187364_00288
592,03807803a9187364,03807803a9187364_00289
593,03807803a9187364,03807803a9187364_00290
594,03807803a9187364,03807803a9187364_00291
595,03807803a9187364,03807803a9187364_00292
596,03807803a9187364,03807803a9187364_00293
597,03807803a9187364,03807803a9187364_00294
598,03807803a9187364,03807803a9187364_00295
599,03807803a9187364,03807803a9187364_00296
600,03807803a9187364,03807803a9187364_00297
601,03807803a9187364,03807803a9187364_00298
602,03807803a9187364,03807803a9187364_00299
603,03807803a9187364,03807803a9187364_00300
604,03807803a9187364,03807803a9187364_00301
605,03807803a9187364,03807803a9187364_00302
606,03807803a9187364,03807803a9187364_00303
607,03807803a9187364,03807803a9187364_00304
608,03807803a9187364,03807803a9187364_00305
609,03807803a9187364,03807803a9187364_00306
