country,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25
Russia,0.0024788458713447723,0.0011698537896542376,0.00012913848572646122,0.0021608400560949636,0.0006046412494491428,5.933467873993341e-06,0.004309496221275643,3.200391036401635e-05,0.019192463169385995,0.00013306858702063313,0.0011145161582573886,0.003850700321972056,8.316559802496028e-05,0.002645520583154961,0.0005693208198480212,0.0008373055168170108,0.001976162935156566,0.0004353349108873088,0.0011623407889023083,0.00019079085116858693,0.00036556449035048225,2.991377668467727e-05,8.515748095491921e-05,0.0008450913542450633,0.000605779250750373
Rwanda,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,0.003336339469423921,0.0015930261920680982,0.00011307398201350643,0.02123382384832445,0.007221332257631985,7.0010890765319015e-06,0.0016194415505055557,8.23181739134425e-05,0.0019134057688633503,0.00034761491123663297,0.0013360490698494543,0.001478485607244927,0.0008959429631849336,0.0028229915045044143,0.0002837155652142919,0.007118266763163138,0.002190178196432522,0.00034794283054347363,0.002201620987304387,0.00029076950664603455,0.0005788160871685425,0.001115879498431362,0.0015492647998326765,0.0009391413029243973,0.0010193410497927355
Serbia,0.0017323212607776857,0.000507274864478404,0.0002799753165668217,0.0004401725473382796,0.0007769502528967469,3.931523427114933e-06,0.0015867781231187245,7.19468993583602e-05,0.004713721469507967,4.7447943667824954e-05,0.0003080446431633113,0.002850582504611278,0.0036920983336665067,0.0006536102839187795,0.0013794571789792266,0.001053235201974236,0.0013510559644731989,0.0005174089679869556,0.0004158361981931458,0.00184619664502306,0.00024582374896189114,0.0006809300215513154,0.0003949050319487578,0.000338167174961851,0.00011496303882632905
Singapore,0.00680300667014674,0.0011772853303793267,0.00034855619031953333,0.005753037044431681,0.00043111719482452247,6.486127745976503e-06,0.004999663181798308,8.640919873824639e-05,0.0010393867665368076,6.121365976138674e-05,0.0003045591148328273,0.0007920706942706497,0.00047003810607742336,0.0030185011556875187,0.0008541976675245094,0.001033780869003459,0.0004444133740922215,0.000437730397040594,0.0010679725205626632,0.0002776085875514366,0.00019322700337016908,0.0009628718490428951,0.0005613970305432029,0.00044518380589549913,0.00020230629931174807
Slovakia,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,0.00011571426935608675,0.00025285264588382757,1.6688309314912107e-05,0.0001839997089054617,0.00089148454595085,5.7891900096454646e-06,0.0037947363750842796,2.5449911955893857e-05,3.083514184366348e-06,0.0002648679891315937,0.0016840423301358485,0.0001112678479725361,0.003241977525883407,0.0005895312111057552,0.0030138572913400836,0.00184675387688466,0.0005216674355032782,0.0017555116143350574,0.002243498328671374,0.003113512301692658,0.00016921204062062431,0.0017834728492095756,0.0018852739648643367,0.0001171577827136142,0.0004829574691277482
Spain,0.0018623947791030053,0.0007726523524001474,0.0003466005381494194,0.0012633396086393172,0.001545909022191998,6.809599395658641e-06,0.004262480444296084,7.000296531070084e-05,0.00451359013087098,0.00027229742822522417,0.0020826361333543524,0.001510627581634344,0.0036828186211245954,0.0031697612284935987,0.0012075348521140318,0.0029366725459284704,0.0010546725222218443,0.0010097594039866539,0.0026982815150203435,0.00034334572059808896,0.0004415103018877475,0.0008219098224201618,0.0013388662130638307,0.00176982370344447,0.0003913492865662748
Sweden,0.004021856800779011,0.0014942053048934074,0.0002454366776190393,0.005490227826727512,0.000372076623026897,8.991506660048911e-06,0.005544814668413171,5.584259353651283e-05,0.0007719056420492816,0.00015766404525407605,0.00039903323587903725,0.00020044027746518922,0.0009343637053763903,0.001050918969832877,6.847353797439301e-05,0.0002370193626828087,0.001408326169183164,0.0006162058605441236,0.001102508390700362,8.640419484380065e-05,0.0003613927482427599,0.0010108778455977022,0.0004927325411516396,0.000640457914090686,0.0008548211905735539
Switzerland,0.01011403666414245,0.0014467404018693982,0.00038068814654608046,0.0012663148341915218,0.0001284624486204346,6.7676795167339585e-06,0.0030270129102309266,2.698855861446965e-06,0.002614517555888556,8.311613630111647e-08,6.10565121334079e-05,0.0007694406679795029,3.452599721888564e-05,0.00028403331896464804,4.7101040218135844e-05,6.409715921636287e-05,0.0004730423134982296,0.0004902913191787198,1.682836346094058e-05,2.2600707614371506e-06,5.61033766572548e-06,0.00018083511559851962,1.678544861149521e-05,3.76754147173001e-05,9.513598269494543e-05
