doc_id,chunk_id,sentence_text,sentence_index_in_chunk,d_lemma,d_surface,d_class,d_polarity,d_method,i_head_lemma,i_phrase_text,i_has_conj,i_method,c_texts,c_types,c_cues,c_count,b_text,b_cue,b_found,a_raw_text,a_head,a_class,a_method,a_is_conjoined,o_local_present,o_local_text,o_local_type,o_local_cue,statement_type_candidate
022c930c18687f91,1810,"For example, an organisation may decide to use AI as part of its recruitment strategy to sift job applications.",1,may,may,permission,positive,modal_aux,decide,decide,False,modal_head,For example,prep_phrase,for,1,,,False,an organisation,organisation,explicit,nsubj,False,False,,,,norm_candidate
022c930c18687f91,1811,The organisation can design the system to take into account multiple objectives.,0,can,can,permission,positive,modal_aux,design,design the system,False,modal_head,,,,0,system,aim_span,True,The organisation,organisation,explicit,nsubj,False,False,,,,norm_candidate
022c930c18687f91,1813,"This may lead to unfair outcomes, such as increased risk of making unfair decisions about individuals or groups.",3,may,may,permission,positive,modal_aux,lead,lead,False,modal_head,,,,0,,,False,This,this,explicit,nsubj,False,True,"This may lead to unfair outcomes, such as increased risk of making unfair decisions about individuals or groups.",sanction_or_enforcement,lead to,rule_candidate
022c930c18687f91,1814,"Certain types of decisions require a nuanced, case-by-case approach because of their socio-political impact, scale or legal implications.",0,require,require,obligation,positive,deontic_predicate,,,False,predicate_xcomp,,,,0,,,False,Certain types of decisions,type,explicit,nsubj,False,False,,,,other_low_confidence
022c930c18687f91,1815,Not all problems can be effectively expressed via (or meaningfully solved by) algorithms that only reflect statistics and probabilities.,0,can,can,permission,positive,modal_aux,express,expressed algorithms that only reflect statistics and probabilities,False,modal_head,,,,0,algorithms,aim_span,True,Not all problems,problem,explicit,nsubjpass,False,False,,,,norm_candidate
022c930c18687f91,1816,"This involves using proxies, or “constructs”, for qualities that you cannot observe in the real world.",1,can,can,prohibition,negative,modal_aux,observe,observe that,False,modal_head,in the real world,prep_phrase,in,1,,,False,you,you,explicit,nsubj,False,False,,,,norm_candidate
022c930c18687f91,1817,These may introduce,0,may,may,permission,positive,modal_aux,introduce,introduce,False,modal_head,,,,0,,,False,These,these,explicit,nsubj,False,False,,,,norm_candidate
022c930c18687f91,1819,"As this implies a loss of information, you should ensure that you do not discard information that is critical to the solution or that can help you avoid unjustified adverse effects on individuals.",0,should,should,obligation,positive,modal_aux,ensure,ensure,False,modal_head,,,,0,,,False,you,you,explicit,nsubj,False,False,,,,norm_candidate
022c930c18687f91,1821,"However, certain properties that are fundamental to answering your problem may not just be unmeasurable, but also unable to be represented by an unobservable property (or construct).",2,may,may,prohibition,negative,modal_aux,be,be,False,modal_head,,,,0,,,False,certain properties that are fundamental to answering your problem,property,explicit,nsubj,False,False,,,,norm_candidate
022c930c18687f91,1821,This means that your model may be built on invalid assumptions that will impact the effects it has on individuals when you deploy it.,3,may,may,permission,positive,modal_aux,build,built,False,modal_head,,,,0,model,sentence,True,your model,model,explicit,nsubjpass,False,False,,,,norm_candidate
022c930c18687f91,1822,Target variables are what your model seeks to measure.,0,,,,,,be,are,False,strategy_root,,,,0,model,sentence,True,Target variables,variable,explicit,nsubj,False,False,,,,strategy_candidate
022c930c18687f91,1823,Your choice of target variables can also have implications for whether or not your model’s outcomes are likely to be unfair.,0,can,can,permission,positive,modal_aux,have,have implications for whether or not your model ’s outcomes are likely to be unfair,False,modal_head,,,,0,model,aim_span,True,Your choice of target variables,choice,explicit,nsubj,False,False,,,,norm_candidate
022c930c18687f91,1823,This can happen if the  Example An organisation uses an AI system to approve or decline loans.,1,can,can,permission,positive,modal_aux,happen,happen,False,modal_head,if the  Example An organisation uses an AI system to approve or decline loans,trigger_clause,if,1,AI system,sentence,True,This,this,explicit,nsubj,False,False,,,,norm_candidate
022c930c18687f91,1824,"If it limits the decision space to this binary choice, without considering the terms under which the loan is granted to different individuals, it may lead to unfair outcomes.",0,may,may,permission,positive,modal_aux,lead,lead,False,modal_head,"If it limits the decision space to this binary choice , without considering the terms under which the loan is granted to different individuals",trigger_clause,if,1,,,False,it,it,explicit,nsubj,False,True,"If it limits the decision space to this binary choice, without considering the terms under which the loan is granted to different individuals, it may lead to unfair outcomes.",sanction_or_enforcement,lead to,rule_candidate
022c930c18687f91,1826,"For example, predictive policing models may rely on past arrest records which may be racially biased.",0,may,may,permission,positive,modal_aux,rely,rely,False,modal_head,For example,prep_phrase,for,1,models,sentence,True,predictive policing models,model,explicit,nsubj,False,False,,,,norm_candidate
022c930c18687f91,1827,You should therefore examine your target variable’s validity.,0,should,should,obligation,positive,modal_aux,examine,examine your target variable ’s validity,False,modal_head,,,,0,,,False,You,you,explicit,nsubj,False,False,,,,norm_candidate
022c930c18687f91,1828,"This can lead to omitting useful features from your model’s design, or embedding unwanted bias by using unreliable proxies just because they are easily available.",1,can,can,permission,positive,modal_aux,lead|embed,lead|embedding unwanted bias by using unreliable proxies,True,modal_head,,,,0,model,sentence,True,This,this,explicit,nsubj,False,True,"This can lead to omitting useful features from your model’s design, or embedding unwanted bias by using unreliable proxies just because they are easily available.",sanction_or_enforcement,lead to,rule_candidate
022c930c18687f91,1829,Effective problem formulation is about ensuring what you plan to measure captures the nuance and context of the actual problem.,0,,,,,,be,is,False,strategy_root,,,,0,,,False,Effective problem formulation,formulation,explicit,nsubj,False,False,,,,strategy_candidate
022c930c18687f91,1831,"problem, you should also think about how a decision-support system will interact with human decision-makers and reviewers.",0,should,should,obligation,positive,modal_aux,think,think,False,modal_head,,,,0,system,sentence,True,you,you,explicit,nsubj,False,False,,,,norm_candidate
022c930c18687f91,1831,This is because the system’s predictions may not be sufficient for them to make the most informed decision.,1,may,may,prohibition,negative,modal_aux,be,be,False,modal_head,,,,0,system,sentence,True,the system ’s predictions,prediction,explicit,nsubj,False,False,,,,norm_candidate
022c930c18687f91,1832,How you formulate a problem and what limitations your formulation has may have an impact on how effective human oversight is in the final system.,0,may,may,permission,positive,modal_aux,have|formulate,have an impact on how effective human oversight is in the final system|formulate a problem,True,modal_head,,,,0,system,aim_span,True,your formulation,formulation,explicit,nsubj,False,False,,,,norm_candidate
022c930c18687f91,1835,You may intend to apply your model to particular groups.,0,may,may,permission,positive,modal_aux,intend,intend,False,modal_head,,,,0,model,sentence,True,You,you,explicit,nsubj,False,False,,,,norm_candidate
022c930c18687f91,1835,"However, you must also consider whether your system may influence other groups indirectly.",1,must,must,obligation,positive,modal_aux,consider,consider,False,modal_head,,,,0,system,sentence,True,you,you,explicit,nsubj,False,False,,,,norm_candidate
022c930c18687f91,1835,"Also, when thinking about impacted groups, you must consider the possibility that because of their different contexts not all individuals in the group will be impacted in the same way.",3,must,must,obligation,positive,modal_aux,consider,consider the possibility that because of their different contexts not all individuals in the group will be impacted in the same way,False,modal_head,,,,0,,,False,you,you,explicit,nsubj,False,False,,,,norm_candidate
022c930c18687f91,1836,"Engage with individuals your system affects To ensure the development and deployment of your AI system is fair, you should engage with people with lived experience relevant to your use case or their representatives, such as trade unions.",0,should,should,obligation,positive,modal_aux,engage,engage,False,modal_head,"with people with lived experience relevant to your use case or their representatives , such as trade unions",prep_phrase,with,1,system,sentence,True,you,you,explicit,nsubj,False,False,,,,norm_candidate
022c930c18687f91,1837,"Article 35(9) of the UK GDPR states that organisations, depending on their context, must seek the views of individuals or their representatives on the intended processing as part of a DPIA.",0,must,must,obligation,positive,modal_aux,seek,seek the views of individuals or their representatives on the intended processing,False,modal_head,,,,0,,,False,organisations,organisation,explicit,nsubj,False,False,,,,norm_candidate
022c930c18687f91,1838,Lived experience testimonies may challenge the assumptions made during your problem formulation stage.,0,may,may,permission,positive,modal_aux,challenge,challenge the assumptions made during your problem formulation stage,False,modal_head,,,,0,,,False,Lived experience testimonies,testimony,explicit,nsubj,False,False,,,,norm_candidate
022c930c18687f91,1838,"But this can help you to manage costly downstream changes, as well as mitigating risk.",1,can,can,permission,positive,modal_aux,help,help you,False,modal_head,,,,0,,,False,this,this,explicit,nsubj,False,False,,,,norm_candidate
022c930c18687f91,1838,"For example, this kind of input can help you identify and understand how marginalisation affects the groups your system may impact.",2,can,can,permission,positive,modal_aux,help,help,False,modal_head,For example,prep_phrase,for,1,system,sentence,True,this kind of input,kind,explicit,nsubj,False,False,,,,norm_candidate
022c930c18687f91,1839,"In turn, this may lead to design changes during the development process which ensure your system has a better chance of delivering fair outcomes when you deploy it.",0,may,may,permission,positive,modal_aux,lead,lead,False,modal_head,In turn|during the development process which ensure your system has a better chance of delivering fair outcomes when you deploy it,prep_phrase|prep_phrase,in|during,2,system,sentence,True,this,this,explicit,nsubj,False,True,"In turn, this may lead to design changes during the development process which ensure your system has a better chance of delivering fair outcomes when you deploy it.",sanction_or_enforcement,lead to,rule_candidate
022c930c18687f91,1843,participatory design approach Independent domain expertise and lived experience testimony will help you identify and address fairness risks.,0,,,,,,help,help,False,strategy_root,,,,0,,,False,participatory design approach Independent domain expertise and lived experience testimony,expertise,explicit,nsubj,True,False,,,,strategy_candidate
022c930c18687f91,1843,This includes relative disadvantage and real-world societal biases that may otherwise appear in your datasets and consequently your AI outputs over time.,1,may,may,permission,positive,modal_aux,appear,appear,False,modal_head,in your datasets,prep_phrase,in,1,datasets,sentence,True,that,that,explicit,nsubj,False,False,,,,norm_candidate
022c930c18687f91,1843,"It can include citizens’ juries, community engagement, focus groups or other methods.",3,can,can,permission,positive,modal_aux,include,"include citizens ’ juries , community engagement , focus groups or other methods",False,modal_head,,,,0,,,False,It,it,explicit,nsubj,False,False,,,,norm_candidate
022c930c18687f91,1843,"It is particularly important if AI systems are deployed rapidly across different contexts, creating risks for a system that may be fairness compliant in its country of origin to be non-compliant in the UK for instance.",4,may,may,permission,positive,modal_aux,be,be,False,modal_head,"if AI systems are deployed rapidly across different contexts , creating risks for a system that may be fairness compliant in its country of origin to be non - compliant in the UK for instance",trigger_clause,if,1,AI systems,sentence,True,that,that,explicit,nsubj,False,False,,,,norm_candidate
022c930c18687f91,1844,"Participatory design can also help you identify individuals’ reasonable expectations, by discussing available options with their representatives.",0,can,can,permission,positive,modal_aux,help,help,False,modal_head,,,,0,,,False,Participatory design,design,explicit,nsubj,False,False,,,,norm_candidate
022c930c18687f91,1846,"If you decide to adopt a participatory design approach, you should seek to validate your design choices with these stakeholders and reconcile any value conflicts or competing interests.",0,should,should,obligation,positive,modal_aux,seek,seek,False,modal_head,If you decide to adopt a participatory design approach,trigger_clause,if,1,,,False,you,you,explicit,nsubj,False,False,,,,norm_candidate
022c930c18687f91,1847,This will help you refine your models based on actual experience over time.,1,,,,,,help,help,False,strategy_root,,,,0,models,sentence,True,This,this,explicit,nsubj,False,False,,,,strategy_candidate
022c930c18687f91,1848,Consult independent domain experts Your organisation as a whole may not have the necessary knowledge of what marginalisation means in all possible contexts in which you may use your AI system.,0,may,may,prohibition,negative,modal_aux,have,have the necessary knowledge of what marginalisation means in all possible contexts in which you may use your AI system,False,modal_head,,,,0,AI system,aim_span,True,Consult independent domain experts Your organisation as a whole,consult,explicit,nsubj,False,False,,,,norm_candidate
022c930c18687f91,1852,Your senior decision-makers should invest appropriate resources and embed domain experts in the AI pipeline.,0,should,should,obligation,positive,modal_aux,invest|embed,invest appropriate resources and|embed domain experts,True,modal_head,,,,0,,,False,Your senior decision - makers,maker,explicit,nsubj,False,False,,,,norm_candidate
022c930c18687f91,1852,This will make it easier to avoid unfairness downstream in the AI lifecycle as it will ensure your developers can draw on that expertise at various points of the production.,1,can,can,permission,positive,modal_aux,draw,draw,False,modal_head,,,,0,,,False,your developers,developer,explicit,nsubj,False,False,,,,norm_candidate
022c930c18687f91,1853,"Additionally, decision-making processes that can lead to unfair outcomes can be sector specific.",0,can,can,permission,positive,modal_aux,lead,lead,False,modal_head,,,,0,,,False,that,that,explicit,nsubj,False,True,"Additionally, decision-making processes that can lead to unfair outcomes can be sector specific.",sanction_or_enforcement,lead to,rule_candidate
022c930c18687f91,1856,"Further reading For more information, read the subsection on culture, diversity and engagement with stakeholders in “How should we manage competing interests when assessing AI-related risks?” 16 March 2023 - 2.0.0 110 2.",0,should,should,obligation,positive,modal_aux,manage,manage competing interests,False,modal_head,,,,0,,,False,we,we,explicit,nsubj,False,False,,,,norm_candidate
022c930c18687f91,1857,Before you process personal data You should determine and document your approach to bias and discrimination mitigation from the very beginning of any AI application lifecycle.,0,should,should,obligation,positive,modal_aux,determine|document,determine|document your approach,True,modal_head,Before you process personal data,trigger_clause,before,1,personal data,sentence,True,You,you,explicit,nsubj,False,False,,,,norm_candidate
022c930c18687f91,1858,"You should take into account and put in place the appropriate safeguards, technical and organisational measures during the design and build phase.",0,should,should,obligation,positive,modal_aux,take|put,"take|put the appropriate safeguards , technical and organisational measures during the design and build phase",True,modal_head,,,,0,,,False,You,you,explicit,nsubj,False,False,,,,norm_candidate
022c930c18687f91,1859,"Consider what algorithmic fairness approaches are appropriate for your use case Your choice of algorithmic fairness metrics should relate to your context, objectives and what your distribution of outcomes should reflect.",0,should,should,obligation,positive,modal_aux,relate,relate,False,modal_head,,,,0,,,False,Your choice of algorithmic fairness metrics,choice,explicit,nsubj,False,False,,,,norm_candidate
022c930c18687f91,1859,"This would mean that someone’s chance of being predicted to repay their loan, given that they in fact will go on to repay it, is the same regardless of their group.",2,,,,,,mean,mean,False,strategy_root,,,,0,,,False,This,this,explicit,nsubj,False,False,,,,strategy_candidate
022c930c18687f91,1860,"It also requires that someone’s chance of being incorrectly predicted to default on their loan, when they will in fact go on to repay it, is the same regardless of their group.",1,require,requires,obligation,positive,deontic_predicate,,,False,predicate_xcomp,,,,0,,,False,It,it,explicit,nsubj,False,False,,,,other_low_confidence
022c930c18687f91,1860,"It is good practice to identify the algorithmic fairness approach you have chosen and why., Depending on the context, you may also be required to do so.",2,may,may,permission,positive,modal_aux,require,required,False,modal_head,,,,0,,,False,you,you,explicit,nsubjpass,False,False,,,,norm_candidate
022c930c18687f91,1861,Our guidance on outcome fairness can help you be transparent about it to individuals.,0,can,can,permission,positive,modal_aux,help,help,False,modal_head,,,,0,,,False,Our guidance on outcome fairness,guidance,explicit,nsubj,False,False,,,,norm_candidate
022c930c18687f91,1862,You can apply algorithmic fairness approaches at different stages of your lifecycle.,0,can,can,permission,positive,modal_aux,apply,apply algorithmic fairness approaches,False,modal_head,,,,0,,,False,You,you,explicit,nsubj,False,False,,,,norm_candidate
022c930c18687f91,1863,"You can undertake pre-processing bias mitigation, for example by removing examples from your training dataset that you suspect may lead to discrimination.",0,can,can,permission,positive,modal_aux,undertake,"undertake pre - processing bias mitigation ,",False,modal_head,for example,prep_phrase,for,1,dataset,sentence,True,You,you,explicit,nsubj,False,True,"You can undertake pre-processing bias mitigation, for example by removing examples from your training dataset that you suspect may lead to discrimination.",sanction_or_enforcement,lead to,rule_candidate
022c930c18687f91,1864,You can seek to mitigate bias in-processing by changing the learning process of your model during training so it incorporates particular algorithmic fairness metrics.,0,can,can,permission,positive,modal_aux,seek|incorporate,seek|incorporates particular algorithmic fairness metrics,True,modal_head,,,,0,model,sentence,True,You,you,explicit,nsubj,False,False,,,,norm_candidate
022c930c18687f91,1865,"You can also modify the model after the initial training, at the post-processing stage.",0,can,can,permission,positive,modal_aux,modify,modify the model,False,modal_head,after the initial training,prep_phrase,after,1,model,aim_span,True,You,you,explicit,nsubj,False,False,,,,norm_candidate
022c930c18687f91,1867,"Instead, this may require you to consider more qualitative and contextual aspects, such as how human rights are affected or under what terms a job applicant is invited for an interview.",0,may,may,permission,positive,modal_aux,require,require you,False,modal_head,,,,0,,,False,this,this,explicit,nsubj,False,False,,,,norm_candidate
022c930c18687f91,1869,certain circumstances unequal distribution may be justifiable.,0,may,may,permission,positive,modal_aux,be,be,False,modal_head,,,,0,,,False,certain circumstances unequal distribution,circumstance,explicit,nsubj,False,False,,,,norm_candidate
022c930c18687f91,1869,"For example, it may be preferable to distribute aid ‘unequally’ in favour of those who need it most.",1,may,may,permission,positive,modal_aux,be,be,False,modal_head,For example,prep_phrase,for,1,,,False,it,it,explicit,nsubj,False,False,,,,norm_candidate
022c930c18687f91,1870,You should document and justify how you make decisions about distributing resources or opportunities.,0,should,should,obligation,positive,modal_aux,document|justify,document|justify,True,modal_head,,,,0,,,False,You,you,explicit,nsubj,False,False,,,,norm_candidate
022c930c18687f91,1871,"Therefore, you may not be able to fulfil each metric you choose at the same time.",1,may,may,prohibition,negative,modal_aux,be,be,False,modal_head,,,,0,,,False,you,you,explicit,nsubj,False,False,,,,norm_candidate
022c930c18687f91,1872,"As a result, you should clearly analyse how and why the metrics you choose serve your specific objectives.",0,should,should,obligation,positive,modal_aux,analyse,analyse,False,modal_head,,,,0,,,False,you,you,explicit,nsubj,False,False,,,,norm_candidate
022c930c18687f91,1874,Being able to demonstrate why you chose one statistical notion of algorithmic fairness over another can also assist you with your wider accountability obligations.,0,can,can,permission,positive,modal_aux,assist,assist you,False,modal_head,with your wider accountability obligations,prep_phrase,with,1,,,False,,,implicit,no_subject,False,False,,,,norm_candidate
022c930c18687f91,1875,"Further reading outside this guidance For more information on challenges AI developers face in identifying appropriate performance metrics and affected demographic groups see ‘Assessing the fairness of AI systems: AI practitioners’ processes, challenges, and needs for support’ 16 March 2023 - 2.0.0 111 It is good practice to clearly document your algorithmic fairness objective and the relative disadvantage it is seeking to address.",0,,,,,,be,is,False,strategy_root,,,,0,AI systems,sentence,True,It,it,explicit,nsubj,False,False,,,,strategy_candidate
022c930c18687f91,1876,"If you use algorithmic fairness metrics to test your system, you should consider how they account for or interact with broader unfairness risks inherent in the AI lifecycle.",0,should,should,obligation,positive,modal_aux,consider,consider,False,modal_head,If you use algorithmic fairness metrics to test your system,trigger_clause,if,1,system,sentence,True,you,you,explicit,nsubj,False,False,,,,norm_candidate
022c930c18687f91,1878,"Crucially, data protection asks not only how you process personal data but also if you should process it in the first place.",0,should,should,obligation,positive,modal_aux,process|process,process it|process personal data,True,modal_head,in the first place,prep_phrase,in,1,personal data,aim_span,True,you,you,explicit,nsubj,False,False,,,,norm_candidate
022c930c18687f91,1882,"To ensure compliance with equality law, you should refer to guidance produced by the Equality and Human Rights Commission.",0,should,should,obligation,positive,modal_aux,refer,refer,False,modal_head,,,,0,,,False,you,you,explicit,nsubj,False,False,,,,norm_candidate
022c930c18687f91,1883,What are the limitations of algorithmic fairness approaches? Algorithmic fairness approaches have several limitations that you should consider when evaluating their efficiency or appropriateness for a specific use case.,0,should,should,obligation,positive,modal_aux,consider,consider that,False,modal_head,,,,0,,,False,you,you,explicit,nsubj,False,False,,,,norm_candidate
022c930c18687f91,1884,They often require human deliberation and cannot always be addressed by automated means.,1,can,can,prohibition,negative,modal_aux,address|require,addressed|require human deliberation,True,modal_head,,,,0,,,False,,,implicit,no_subject,False,False,,,,norm_candidate
022c930c18687f91,1885,"As a result, algorithmic fairness metrics may struggle to address issues of intersectional discrimination.",0,may,may,permission,positive,modal_aux,struggle,struggle,False,modal_head,,,,0,,,False,algorithmic fairness metrics,metric,explicit,nsubj,False,False,,,,norm_candidate
022c930c18687f91,1885,They may require you to put additional safeguards in place to protect individual rights in accordance with data protection.,2,may,may,permission,positive,modal_aux,require,require you,False,modal_head,in accordance with data protection.,legal_hook,"in accordance
with",1,data,sentence,True,They,they,explicit,nsubj,False,False,,,,norm_candidate
022c930c18687f91,1885,"For example, if you decide to use special category data or protected characteristics Supplementary reading in this guidance How should we manage competing interests when assessing AI-related risks?",3,should,should,obligation,positive,modal_aux,manage,manage competing interests,False,modal_head,if you decide to use special category data or protected characteristics Supplementary reading in this guidance|For example,trigger_clause|prep_phrase,if|for,2,data,sentence,True,we,we,explicit,nsubj,False,False,,,,norm_candidate
022c930c18687f91,1888,"These errors may have different implications for different groups, which influences outcome fairness.",1,may,may,permission,positive,modal_aux,have,"have different implications for different groups , which influences outcome fairness",False,modal_head,,,,0,,,False,These errors,error,explicit,nsubj,False,False,,,,norm_candidate
022c930c18687f91,1892,Your data should be adequate for your intended purpose.,0,should,should,obligation,positive,modal_aux,be,be,False,modal_head,,,,0,data,sentence,True,Your data,datum,explicit,nsubj,False,False,,,,norm_candidate
022c930c18687f91,1893,"In the AI context, data is not necessarily an objective interpretation of the world.",0,,,,,,be,is,False,strategy_root,In the AI context,prep_phrase,in,1,data,sentence,True,data,datum,explicit,nsubj,False,False,,,,strategy_candidate
022c930c18687f91,1894,"Depending on the sampling method, datasets tend to mirror a limited aspect of the world and they may reflect outcomes or aspects born out of historical prejudices, stereotypes or inequalities.",0,may,may,permission,positive,modal_aux,reflect|tend,"reflect outcomes or aspects born out of historical prejudices , stereotypes or inequalities|tend",True,modal_head,,,,0,datasets,sentence,True,they,they,explicit,nsubj,False,False,,,,norm_candidate
022c930c18687f91,1896,This is why you should examine what data you need to collect in relation to your purposes.,1,should,should,obligation,positive,modal_aux,examine,examine,False,modal_head,,,,0,data,sentence,True,you,you,explicit,nsubj,False,False,,,,norm_candidate
022c930c18687f91,1897,"Depending on your purpose, you should examine which of the underlying dynamics of the observed environment you want to retain from within the data you have collected, and which you want to dispose of.",0,should,should,obligation,positive,modal_aux,examine|want,"examine which of the underlying dynamics of the observed environment you want to retain from within the data you have collected ,|want",True,modal_head,,,,0,data,aim_span,True,you,you,explicit,nsubj,False,False,,,,norm_candidate
022c930c18687f91,1898,"To ensure your processing and outcomes are fair, your datasets should be accurate, complete and representative of the purpose of the processing.",0,should,should,obligation,positive,modal_aux,be,be,False,modal_head,,,,0,datasets,sentence,True,your datasets,dataset,explicit,nsubj,False,False,,,,norm_candidate
022c930c18687f91,1899,We have provided guidance on dataset fairness which can assist with your transparency compliance requirements as well.,0,can,can,permission,positive,modal_aux,assist,assist,False,modal_head,with your transparency compliance requirements,prep_phrase,with,1,dataset,sentence,True,which,which,explicit,nsubj,False,False,,,,norm_candidate
022c930c18687f91,1899,"This will also help you to comply with the data minimisation and storage limitation principles, and improve business efficiency.",1,,,,,,help,help you,False,strategy_root,,,,0,data,sentence,True,This,this,explicit,nsubj,False,False,,,,strategy_candidate
022c930c18687f91,1900,You should not assume that collecting more data is an effective substitute for collecting better data.,0,should,should,prohibition,negative,modal_aux,assume,assume,False,modal_head,,,,0,data,sentence,True,You,you,explicit,nsubj,False,False,,,,norm_candidate
022c930c18687f91,1901,"Collecting personal data because it is convenient to do so, or because you may find a use for it in the future, does not make that processing fair or lawful.",0,may,may,permission,positive,modal_aux,find,find a use for it in the future,False,modal_head,,,,0,personal data,sentence,True,you,you,explicit,nsubj,False,False,,,,norm_candidate
022c930c18687f91,1902,Data protection law requires you to process only the data you need to achieve your stated purpose.,0,require,requires,obligation,positive,deontic_predicate,process,process only the data you need to achieve your stated purpose,False,predicate_xcomp,,,,0,data,aim_span,True,,,implicit,no_subject,False,False,,,,norm_candidate
022c930c18687f91,1903,Further reading in ICO guidance Dataset fairness (Explaining decisions made with AI) Further reading outside this guidance For a discussion on methodologies for data collection see ‘Lessons from archives: Strategies for collecting sociocultural data in machine learning’ 16 March 2023 - 2.0.0 113 Assess risks of bias in the data you collect Bias can arise from different sources.,0,can,can,permission,positive,modal_aux,arise,arise,False,modal_head,,,,0,Dataset,sentence,True,Strategies for collecting sociocultural data in machine learning ’,strategy,explicit,nsubj,False,False,,,,norm_candidate
022c930c18687f91,1904,This is so you can avoid inadvertently incorporating any underlying unwanted bias they may have.,2,can,can,permission,positive,modal_aux,avoid,avoid,False,modal_head,,,,0,,,False,you,you,explicit,nsubj,False,False,,,,norm_candidate
022c930c18687f91,1904,"For example, the context in which the data was initially processed may reflect selection (sampling and measurement) biases that are not representative of the population you intend to apply your AI system to.",4,may,may,permission,positive,modal_aux,reflect,reflect selection ( sampling and measurement ) biases that are not representative of the population you intend to apply your AI system to,False,modal_head,For example,prep_phrase,for,1,AI system,aim_span,True,the context in which the data was initially processed,context,explicit,nsubj,False,False,,,,norm_candidate
022c930c18687f91,1905,You should take into account two main categories of data-driven bias.,0,should,should,obligation,positive,modal_aux,take,take two main categories of data - driven bias,False,modal_head,,,,0,data,aim_span,True,You,you,explicit,nsubj,False,False,,,,norm_candidate
022c930c18687f91,1905,These categories inter-relate so you may find it difficult to consider them separately.,2,may,may,permission,positive,modal_aux,find,find,False,modal_head,,,,0,,,False,you,you,explicit,nsubj,False,False,,,,norm_candidate
022c930c18687f91,1906,"Domain expertise can help you identify statistical or societal biases that your datasets may include, and plan your mitigation measures appropriately.",0,can,can,permission,positive,modal_aux,help|plan,help|plan your mitigation measures,True,modal_head,,,,0,datasets,sentence,True,Domain expertise,expertise,explicit,nsubj,False,False,,,,norm_candidate
022c930c18687f91,1907,"In general, identifying the potential sources of bias at an early stage will help you design more effective mitigation approaches.",0,,,,,,help,help,False,strategy_root,In general,prep_phrase,in,1,,,False,,,implicit,no_subject,False,False,,,,strategy_candidate
022c930c18687f91,1908,"Later stages of the AI lifecycle may present additional types of bias, such as evaluation bias and emergent bias.",0,may,may,permission,positive,modal_aux,present,"present additional types of bias , such as evaluation bias and emergent bias",False,modal_head,,,,0,,,False,stages of the AI lifecycle,stage,explicit,nsubj,False,False,,,,norm_candidate
022c930c18687f91,1912,This can occur when your dataset is imbalanced.,1,can,can,permission,positive,modal_aux,occur,occur,False,modal_head,,,,0,dataset,sentence,True,This,this,explicit,nsubj,False,False,,,,norm_candidate
022c930c18687f91,1912,This means your training dataset is not representative of the population that you will eventually apply your trained model to.,2,,,,,,mean,means,False,strategy_root,,,,0,dataset,sentence,True,This,this,explicit,nsubj,False,False,,,,strategy_candidate
022c930c18687f91,1913,"Representation bias can result from sampling methods that are inappropriate for the stated purpose, changes in the sampling population or the fact important aspects of the problem are not observed in the training data.",0,can,can,permission,positive,modal_aux,result,result,False,modal_head,,,,0,training data,sentence,True,Representation bias,bias,explicit,nsubj,False,False,,,,norm_candidate
022c930c18687f91,1914,to people whose credit application was denied or fraud cases that were never detected; various image datasets used to train computer vision systems have been found to exhibit representation bias; and classification systems can perform poorly when encountering cases not present in the training data.,0,can,can,permission,positive,modal_aux,perform|find,perform|found,True,modal_head,,,,0,datasets,sentence,True,classification systems,system,explicit,nsubj,False,False,,,,norm_candidate
022c930c18687f91,1915,It can be caused by differences in the accuracy of the process through which the selected features are measured between groups.,2,can,can,permission,positive,modal_aux,cause,caused,False,modal_head,,,,0,,,False,It,it,explicit,nsubjpass,False,False,,,,norm_candidate
022c930c18687f91,1916,"Additionally, depending on the context, the selection of those features and labels may oversimplify the target variable you aim to capture and omit important nuances.",0,may,may,permission,positive,modal_aux,oversimplify,oversimplify the target variable you aim to capture and omit important nuances,False,modal_head,,,,0,,,False,the selection of those features and labels,selection,explicit,nsubj,True,False,,,,norm_candidate
022c930c18687f91,1916,"For example, if a model predicts the risk of domestic abuse without factoring in an examination or interview of the alleged offenders, the estimated risk may be downplayed or exaggerated.",1,may,may,permission,positive,modal_aux,downplay,downplayed,False,modal_head,if a model predicts the risk of domestic abuse without factoring in an examination or interview of the alleged offenders|For example,trigger_clause|prep_phrase,if|for,2,model,sentence,True,the estimated risk,risk,explicit,nsubjpass,False,False,,,,norm_candidate
022c930c18687f91,1918,Aggregation bias arises when a one-size-fits-all model is used for data in which there are underlying groups or types of examples that should be considered differently.,0,should,should,obligation,positive,modal_aux,consider,considered,False,modal_head,,,,0,model,sentence,True,that,that,explicit,nsubjpass,False,False,,,,norm_candidate
022c930c18687f91,1919,Aggregation bias can also take place at the feature engineering stage.,0,can,can,permission,positive,modal_aux,take,take place,False,modal_head,,,,0,,,False,Aggregation bias,bias,explicit,nsubj,False,False,,,,norm_candidate
