country,pca1,pca2,pca3,pca4,pca5
Argentina,-1.4834039256783085,-1.5684471954055053,-0.9311302398872954,-0.29461065874411774,-1.84776942887211
Korea (Republic of),0.8618777234154413,-0.2218365522435323,-0.3981490489565643,0.31018155252217666,0.3201278962391233
Romania,2.8320041017189226,1.0039532618552336,-1.8185923552515273,-0.9893615927230447,-0.6695462228070201
Russia,1.276196234706443,-0.38734965912537034,-3.4480680115487066,0.8459577873468395,-0.2865999397603987
Costa Rica,-2.453258363684585,-2.1856878181479087,-1.2321862006913817,-4.3181948932176235,-2.158661910331704
Latvia,1.307509856035268,0.21639843743039236,-1.2210203387758352,1.0743241244254784,0.8937509335029232
United Arab Emirates,2.3851232715213255,0.5090152467640029,1.5675586529931937,-2.518547959407405,-0.8480945697075125
Global Partnership on Artificial Intelligence,2.8262448493829058,1.0021633647977253,2.6403541078365955,-0.4070903772527466,-0.07141624344898367
Kenya,1.1809278783601462,0.53344893280512,1.5924555677486993,0.13421432667575556,-0.5551296337387296
Bulgaria,1.7972026712885383,0.503114978910854,-0.6201536767919593,1.0926929035616235,-1.066507783044898
Switzerland,-0.8495902957600683,-1.243691642866623,0.5653079282103424,0.30403675391078205,-0.5378477020973741
Vietnam,1.3920678445155106,0.3046932589263923,0.268254926006723,0.013492269897221312,0.5340257672987909
Tunisia,-5.07098322443609,-4.880374593641819,-1.3424492250347,0.24047794425633645,-0.000492813636195932
Ukraine,-1.2900893972639833,-1.8049837803547018,0.15256703312993006,3.329652256492481,-0.5070595330492114
Uruguay,2.476145926146048,0.7295105715393634,-0.8382296661780732,1.5518962889538752,-0.009309946754828735
Luxembourg,2.1006927679923106,0.32987976344857667,1.4442780551792005,-0.10730883012854947,0.44308775761141944
Rwanda,-1.8147943915718758,-2.9140821619864674,-1.13153878688847,4.5704512427892094,-2.654821838949886
Uzbekistan,4.706655375431507,1.9504097004764689,-9.507859695642459,2.2460820680073095,1.5966006821309526
World Economic Forum,-0.8483393229534902,-1.59846520689979,0.7427876544589048,0.15457945652218907,0.688914319672967
Hungary,0.4216380464543661,-1.1290910901575368,-0.12526740705646996,0.23267769153678058,-1.3035547804401448
Kazakhstan,-1.4387664237921143,-2.7882879334256376,-1.7453889392992616,-2.9223027457349895,-1.0259484591762447
Brazil,1.8751596628815121,0.2830666494212372,-0.9222106218368673,0.9759820269303027,2.108014481900688
