k,silhouette,calinski_harabasz,davies_bouldin
2,0.5174864102758404,16.640245187950878,0.8298663826944179
3,0.19596045911256985,18.43253472609235,1.5048462364484658
4,0.15301552389967374,17.64691053494935,1.5136992932282505
5,0.17591960272962082,17.04852991135171,1.1983609777873263
6,0.1494875118193238,16.315854902227944,1.127113618801048
