country,overall_n_docs,overall_n_statements,overall_statements_per_doc,overall_n_strategy_share,overall_n_norm_share,overall_n_rule_share,overall_rule_to_norm_ratio,overall_rule_to_strategy_ratio,overall_pct_a_explicit,overall_mean_c_count,overall_pct_b_found,overall_pct_o_local_present,overall_strong_deontic_share,edu_n_docs,edu_n_statements,edu_statements_per_doc,edu_n_strategy_share,edu_n_norm_share,edu_n_rule_share,edu_rule_to_norm_ratio,edu_rule_to_strategy_ratio,edu_pct_a_explicit,edu_mean_c_count,edu_pct_b_found,edu_pct_o_local_present,edu_strong_deontic_share,delta_strategy_share,delta_norm_share,delta_rule_share,delta_strong_deontic_share,delta_o_local_present,delta_statements_per_doc
China,18,433,24.05555555555556,0.325635103926097,0.6143187066974596,0.0069284064665127,0.0112781954887218,0.0212765957446808,0.8960739030023095,0.2540415704387991,0.4341801385681293,0.0161662817551963,0.0508083140877598,9.0,13.0,1.4444444444444444,0.3076923076923077,0.6923076923076923,0.0,0.0,0.0,0.6923076923076923,0.1538461538461538,0.7692307692307693,0.0,0.6153846153846154,-0.017942796233789304,0.07798898561023271,-0.0069284064665127,0.5645763012968557,-0.0161662817551963,-22.611111111111118
Colombia,16,3058,191.125,0.4990189666448659,0.4434270765206017,0.0091563113145846,0.0206489675516224,0.018348623853211,0.8597122302158273,0.342380640941792,0.2753433616742969,0.0120994113799869,0.0258338783518639,11.0,78.0,7.090909090909091,0.5384615384615384,0.3974358974358974,0.0256410256410256,0.064516129032258,0.0476190476190476,0.9102564102564102,0.4743589743589743,0.4743589743589743,0.0256410256410256,0.2051282051282051,0.039442571816672545,-0.04599117908470429,0.016484714326440997,0.1792943267763412,0.013541614261038698,-184.0340909090909
Costa Rica,5,1848,369.6,0.3614718614718614,0.4696969696969697,0.0427489177489177,0.0910138248847926,0.1182634730538922,0.8176406926406926,0.6488095238095238,0.066017316017316,0.0524891774891774,0.0265151515151515,3.0,34.0,11.333333333333334,0.5294117647058824,0.3823529411764705,0.0294117647058823,0.0769230769230769,0.0555555555555555,0.8529411764705882,0.5294117647058824,0.2058823529411764,0.0294117647058823,0.1470588235294117,0.16793990323402097,-0.08734402852049922,-0.013337153043035403,0.1205436720142602,-0.023077412783295097,-358.2666666666667
Council of Europe,1,85,85.0,0.0117647058823529,0.976470588235294,0.0,0.0,0.0,1.0,0.4470588235294118,0.3647058823529411,0.0,0.0352941176470588,1.0,2.0,2.0,0.0,1.0,0.0,0.0,,1.0,0.0,1.0,0.0,1.0,-0.0117647058823529,0.02352941176470602,0.0,0.9647058823529412,0.0,-83.0
Croatia,1,52,52.0,0.2692307692307692,0.5769230769230769,0.0576923076923076,0.1,0.2142857142857142,0.903846153846154,0.25,0.2692307692307692,0.0576923076923076,0.0576923076923076,1.0,14.0,14.0,0.5714285714285714,0.3571428571428571,0.0,0.0,0.0,0.9285714285714286,0.2142857142857142,0.4285714285714285,0.0,0.1428571428571428,0.3021978021978022,-0.21978021978021978,-0.0576923076923076,0.0851648351648352,-0.0576923076923076,-38.0
Cyprus,1,391,391.0,0.4936061381074169,0.4578005115089514,0.0051150895140664,0.0111731843575419,0.0103626943005181,0.8184143222506394,0.3017902813299232,0.3375959079283887,0.0076726342710997,0.0076726342710997,1.0,17.0,17.0,0.3529411764705882,0.6470588235294118,0.0,0.0,0.0,0.8823529411764706,0.1176470588235294,0.5294117647058824,0.0,0.3529411764705882,-0.14066496163682868,0.1892583120204604,-0.0051150895140664,0.3452685421994885,-0.0076726342710997,-374.0
Czech Republic,7,671,95.85714285714286,0.6795827123695977,0.2846497764530551,0.007451564828614,0.0261780104712041,0.0109649122807017,0.767511177347243,0.360655737704918,0.2682563338301043,0.0193740685543964,0.0238450074515648,6.0,148.0,24.666666666666668,0.6283783783783784,0.3378378378378378,0.0067567567567567,0.02,0.010752688172043,0.7972972972972973,0.3378378378378378,0.2972972972972973,0.0202702702702702,0.1959459459459459,-0.051204333991219264,0.05318806138478266,-0.0006948080718573004,0.17210093849438107,0.000896201715873797,-71.19047619047619
Denmark,11,1126,102.36363636363636,0.4760213143872113,0.4920071047957371,0.0097690941385435,0.01985559566787,0.0205223880597014,0.9103019538188276,0.3676731793960923,0.2593250444049733,0.0124333925399644,0.0213143872113676,7.0,78.0,11.142857142857142,0.6153846153846154,0.3333333333333333,0.0128205128205128,0.0384615384615384,0.0208333333333333,0.8846153846153846,0.3717948717948718,0.3205128205128205,0.0128205128205128,0.2179487179487179,0.13936330099740413,-0.1586737714624038,0.003051418681969299,0.1966343307373503,0.00038712028054839996,-91.22077922077922
Egypt,7,418,59.71428571428572,0.5119617224880383,0.4665071770334928,0.0047846889952153,0.0102564102564102,0.0093457943925233,0.8397129186602871,0.3038277511961722,0.3349282296650718,0.0047846889952153,0.0119617224880382,2.0,33.0,16.5,0.5454545454545454,0.4545454545454545,0.0,0.0,0.0,0.8484848484848485,0.2424242424242424,0.303030303030303,0.0,0.1212121212121212,0.03349282296650713,-0.01196172248803834,-0.0047846889952153,0.109250398724083,-0.0047846889952153,-43.21428571428572
Estonia,9,665,73.88888888888889,0.4225563909774436,0.4917293233082707,0.0150375939849624,0.0305810397553516,0.0355871886120996,0.8511278195488722,0.4015037593984962,0.2496240601503759,0.0150375939849624,0.0390977443609022,6.0,35.0,5.833333333333333,0.6,0.4,0.0,0.0,0.0,0.7428571428571429,0.4285714285714285,0.3714285714285714,0.0,0.2,0.1774436090225564,-0.09172932330827066,-0.0150375939849624,0.16090225563909782,-0.0150375939849624,-68.05555555555556
