cluster_id,n_countries,regulatory_intensity_index,strategic_orientation_index,institutional_complexity_index,education_actor_centrality_index,governance_density_index,n_docs,n_statements,n_strategy_share,n_norm_share,n_rule_share,strong_deontic_share,pct_o_local_present
0,8,1.6961015385392497,-0.4173532127953499,0.33874138850622953,0.17291977837101893,-0.13639908337566523,4.0,46.375,0.37542439498558555,0.4724710748854847,0.05072067367992249,0.39002859011481905,0.06559363286177283
1,11,-0.3722217927651928,-1.0438310720566522,-0.04277801427430656,-0.1886251673126581,-0.48276362949469287,2.6363636363636362,11.0,0.22180801295890806,0.7304731841048977,0.0,0.3689236509441113,0.0
2,8,-0.600366012701459,1.2775717368507014,-0.35312733941712454,-0.8096049195674218,-0.5248270191104943,2.0,9.25,0.7910308441558441,0.17608225108225106,0.0,0.12666396103896102,0.0
3,45,-0.14292194344694603,0.15720946714954687,-0.010043743351092762,0.1563945526694624,0.06905728079850793,8.311111111111112,95.71111111111111,0.5163108426642942,0.43731389225038025,0.008076669933358644,0.23526932417488547,0.014993514153342425
4,2,0.8839600820431174,-1.2370162107746172,0.5188071075518503,0.06530154994232434,3.746315554199021,51.0,1510.0,0.17443778010476085,0.7650467717771527,0.0263877550187955,0.677896496647338,0.031234212012243998
